Time(mS),ppg,LPF1,LPF2,LPF3,LPF4
44060,2.835,17365,12481,19735,11861
44080,2.763,17369,12483,19734,11862
44100,2.691,17374,12485,19733,11863
44120,2.635,17378,12487,19732,11863
44140,2.626,17382,12489,19731,11864
44160,2.64,17386,12491,19730,11864
44180,2.724,17390,12493,19730,11865
44200,2.794,17394,12495,19730,11865
44220,2.836,17398,12497,19730,11866
44240,2.829,17402,12499,19730,11866
44260,2.779,17406,12500,19730,11867
44280,2.744,17409,12502,19730,11867
44300,2.656,17413,12504,19731,11867
44320,2.633,17416,12506,19732,11868
44340,2.582,17420,12508,19732,11868
44360,2.589,17423,12510,19733,11869
44380,2.572,17427,12512,19734,11869
44400,2.556,17430,12514,19736,11870
44420,2.593,17434,12516,19737,11871
44440,2.587,17437,12518,19738,11871
44460,2.556,17441,12521,19739,11872
44480,2.586,17445,12523,19739,11872
44500,2.563,17448,12526,19739,11873
44520,2.547,17452,12528,19739,11873
44540,2.686,17455,12530,19739,11874
44560,3.027,17459,12532,19738,11874
44580,3.47,17462,12534,19737,11874
44600,3.793,17466,12535,19736,11875
44620,3.823,17469,12537,19734,11875
44640,3.658,17472,12538,19732,11875
44660,3.445,17476,12539,19729,11876
44680,3.214,17479,12540,19727,11876
44700,3.004,17482,12540,19725,11877
44720,2.85,17485,12541,19722,11877
44740,2.765,17488,12542,19720,11878
44760,2.717,17491,12543,19719,11879
44780,2.629,17494,12543,19717,11880
44800,2.6,17496,12544,19716,11882
44820,2.619,17498,12544,19715,11883
44840,2.667,17500,12545,19714,11884
44860,2.728,17502,12545,19714,11885
44880,2.821,17503,12546,19713,11885
44900,2.852,17504,12546,19713,11886
44920,2.804,17504,12546,19714,11886
44940,2.773,17504,12546,19714,11886
44960,2.752,17504,12546,19714,11886
44980,2.713,17503,12546,19715,11885
45000,2.664,17502,12545,19715,11884
45020,2.635,17500,12544,19716,11883
45040,2.603,17498,12544,19716,11882
45060,2.597,17496,12543,19717,11881
45080,2.566,17494,12542,19718,11880
45100,2.562,17491,12541,19718,11879
45120,2.604,17489,12540,19719,11878
45140,2.594,17487,12538,19719,11877
45160,2.586,17484,12537,19720,11876
45180,2.562,17481,12535,19720,11875
45200,2.603,17478,12533,19720,11875
45220,2.71,17475,12531,19719,11874
45240,3.055,17472,12530,19719,11873
45260,3.463,17468,12528,19718,11872
45280,3.774,17465,12526,19717,11871
45300,3.775,17461,12524,19716,11870
45320,3.646,17457,12522,19715,11869
45340,3.388,17453,12520,19713,11869
45360,3.148,17449,12518,19712,11868
45380,2.982,17446,12517,19711,11868
45400,2.843,17442,12515,19710,11867
45420,2.758,17438,12514,19709,11867
45440,2.691,17435,12513,19709,11868
45460,2.618,17431,12512,19710,11868
45480,2.622,17428,12511,19710,11868
45500,2.638,17425,12511,19712,11869
45520,2.705,17422,12511,19713,11870
45540,2.772,17419,12510,19715,11870
45560,2.791,17417,12510,19718,11871
45580,2.821,17414,12509,19721,11872
45600,2.831,17411,12509,19724,11872
45620,2.831,17408,12509,19726,11872
45640,2.819,17406,12508,19729,11872
45660,2.744,17403,12508,19732,11872
45680,2.698,17401,12508,19735,11872
45700,2.652,17398,12508,19738,11871
45720,2.612,17396,12508,19740,11871
45740,2.596,17394,12507,19743,11871
45760,2.66,17392,12507,19745,11870
45780,2.608,17389,12507,19748,11870
45800,2.622,17387,12507,19750,11870
45820,2.619,17385,12507,19752,11870
45840,2.622,17383,12507,19754,11870
45860,2.635,17381,12507,19756,11870
45880,2.6,17378,12506,19758,11871
45900,2.608,17376,12506,19760,11871
45920,2.734,17374,12506,19761,11871
45940,3.147,17371,12505,19762,11871
45960,3.666,17369,12505,19762,11871
45980,3.992,17366,12504,19762,11871
46000,3.991,17363,12503,19761,11871
46020,3.937,17360,12502,19760,11871
46040,3.725,17357,12500,19758,11870
46060,3.43,17354,12499,19756,11870
46080,3.162,17351,12497,19753,11869
46100,3.003,17348,12495,19750,11868
46120,2.917,17345,12493,19747,11867
46140,2.857,17341,12491,19745,11866
46160,2.797,17338,12488,19742,11865
46180,2.735,17335,12486,19739,11864
46200,2.646,17332,12484,19737,11864
46220,2.672,17330,12482,19736,11863
46240,2.689,17327,12480,19735,11862
46260,2.808,17324,12479,19734,11862
46280,2.84,17322,12477,19734,11861
46300,2.856,17320,12476,19734,11861
46320,2.901,17318,12474,19735,11860
46340,2.825,17316,12473,19736,11860
46360,2.805,17314,12472,19737,11859
46380,2.726,17312,12471,19739,11859
46400,2.672,17310,12470,19741,11859
46420,2.604,17309,12469,19742,11858
46440,2.6,17307,12468,19744,11858
46460,2.608,17305,12467,19746,11858
46480,2.583,17304,12467,19748,11858
46500,2.589,17302,12466,19750,11858
46520,2.6,17300,12465,19751,11858
46540,2.591,17299,12465,19753,11858
46560,2.629,17297,12464,19755,11858
46580,2.642,17296,12464,19756,11857
46600,2.639,17294,12464,19757,11857
46620,2.647,17293,12464,19759,11857
46640,2.615,17292,12464,19759,11856
46660,2.776,17290,12464,19760,11856
46680,3.171,17289,12464,19761,11856
46700,3.754,17288,12464,19761,11855
46720,3.995,17287,12464,19761,11855
46740,3.993,17286,12464,19761,11855
46760,3.992,17285,12464,19761,11855
46780,3.819,17284,12464,19761,11855
46800,3.504,17284,12464,19760,11856
46820,3.248,17283,12464,19759,11857
46840,3.075,17282,12464,19759,11858
46860,2.983,17282,12464,19758,11859
46880,2.929,17282,12464,19758,11860
46900,2.856,17281,12464,19758,11861
46920,2.751,17281,12464,19757,11862
46940,2.689,17282,12464,19758,11864
46960,2.677,17282,12465,19758,11864
46980,2.72,17282,12465,19759,11865
47000,2.741,17282,12465,19760,11866
47020,2.796,17283,12466,19761,11866
47040,2.845,17283,12466,19763,11866
47060,2.87,17283,12466,19764,11866
47080,2.807,17284,12466,19765,11866
47100,2.782,17284,12466,19767,11866
47120,2.707,17284,12466,19768,11866
47140,2.672,17284,12467,19770,11865
47160,2.646,17284,12467,19771,11865
47180,2.601,17283,12467,19772,11864
47200,2.596,17283,12467,19774,11864
47220,2.576,17283,12467,19775,11864
47240,2.561,17282,12466,19775,11864
47260,2.605,17282,12466,19776,11864
47280,2.58,17282,12466,19777,11864
47300,2.597,17282,12466,19778,11864
47320,2.611,17282,12466,19778,11864
47340,2.628,17282,12466,19779,11864
47360,2.666,17283,12466,19779,11864
47380,2.614,17284,12466,19779,11864
47400,2.678,17285,12466,19779,11864
47420,2.986,17286,12467,19778,11864
47440,3.574,17288,12467,19778,11865
47460,3.995,17290,12468,19777,11865
47480,3.992,17292,12469,19776,11866
47500,3.985,17295,12469,19775,11867
47520,3.821,17298,12470,19773,11868
47540,3.518,17301,12471,19772,11869
47560,3.245,17304,12472,19770,11870
47580,3.015,17308,12474,19768,11871
47600,2.915,17311,12475,19767,11872
47620,2.842,17315,12477,19765,11873
47640,2.798,17320,12478,19764,11874
47660,2.721,17324,12480,19763,11875
47680,2.679,17328,12481,19762,11876
47700,2.635,17332,12483,19761,11877
47720,2.684,17337,12485,19761,11877
47740,2.714,17341,12486,19761,11878
47760,2.786,17345,12488,19761,11878
47780,2.812,17349,12490,19762,11878
47800,2.833,17353,12492,19762,11878
47820,2.822,17357,12493,19763,11879
47840,2.766,17361,12495,19764,11879
47860,2.731,17365,12497,19765,11879
47880,2.689,17369,12498,19766,11879
47900,2.618,17372,12500,19767,11879
47920,2.559,17376,12501,19768,11879
47940,2.495,17380,12503,19769,11879
47960,2.519,17384,12505,19771,11879
47980,2.537,17388,12506,19772,11879
48000,2.552,17392,12508,19773,11880
48020,2.576,17396,12509,19774,11880
48040,2.577,17401,12511,19775,11881
48060,2.58,17405,12513,19775,11881
48080,2.597,17409,12514,19776,11882
48100,2.598,17413,12516,19776,11882
48120,2.576,17417,12517,19776,11883
48140,2.772,17421,12518,19775,11883
48160,3.186,17425,12520,19775,11884
48180,3.702,17428,12521,19774,11884
48200,3.967,17432,12522,19772,11885
48220,3.968,17436,12524,19771,11885
48240,3.807,17439,12525,19769,11886
48260,3.533,17442,12526,19767,11887
48280,3.295,17445,12527,19764,11887
48300,3.062,17448,12529,19762,11888
48320,2.861,17452,12530,19759,11889
48340,2.779,17455,12531,19756,11890
48360,2.733,17458,12533,19754,11892
48380,2.695,17461,12534,19751,11893
48400,2.632,17464,12535,19749,11893
48420,2.628,17467,12536,19747,11894
48440,2.663,17470,12537,19745,11895
48460,2.719,17473,12538,19743,11895
48480,2.814,17475,12539,19742,11895
48500,2.832,17478,12539,19741,11895
48520,2.854,17480,12540,19740,11895
48540,2.812,17483,12540,19739,11895
48560,2.77,17485,12541,19739,11894
48580,2.744,17487,12541,19739,11894
48600,2.663,17489,12542,19739,11893
48620,2.628,17490,12542,19739,11892
48640,2.611,17492,12543,19740,11892
48660,2.57,17493,12544,19741,11891
48680,2.535,17494,12544,19741,11891
48700,2.568,17494,12545,19742,11890
48720,2.556,17495,12546,19743,11890
48740,2.589,17495,12547,19743,11889
48760,2.605,17494,12547,19744,11889
48780,2.6,17494,12548,19744,11888
48800,2.556,17493,12548,19744,11888
48820,2.587,17492,12548,19744,11887
48840,2.755,17490,12547,19744,11886
48860,3.158,17489,12546,19743,11886
48880,3.646,17486,12545,19743,11885
48900,3.939,17484,12544,19741,11884
48920,3.943,17481,12542,19740,11884
48940,3.77,17478,12540,19739,11883
48960,3.522,17475,12538,19738,11883
48980,3.215,17471,12536,19736,11882
49000,2.996,17467,12533,19735,11882
49020,2.831,17463,12531,19733,11882
49040,2.73,17460,12528,19732,11882
49060,2.642,17455,12526,19731,11882
49080,2.579,17451,12523,19730,11882
49100,2.572,17447,12521,19729,11882
49120,2.611,17443,12518,19729,11882
49140,2.672,17438,12516,19728,11881
49160,2.812,17434,12514,19728,11880
49180,2.87,17429,12511,19728,11879
49200,2.898,17425,12509,19728,11878
49220,2.857,17420,12507,19727,11877
49240,2.798,17416,12504,19727,11876
49260,2.759,17411,12502,19727,11874
49280,2.688,17407,12500,19728,11873
49300,2.659,17402,12498,19728,11872
49320,2.579,17398,12496,19728,11871
49340,2.576,17394,12494,19728,11870
49360,2.558,17390,12492,19729,11870
49380,2.561,17386,12490,19729,11869
49400,2.538,17382,12489,19730,11868
49420,2.53,17378,12487,19731,11868
49440,2.544,17375,12486,19731,11867
49460,2.544,17371,12484,19732,11866
49480,2.537,17368,12482,19733,11865
49500,2.503,17364,12481,19733,11865
49520,2.576,17361,12479,19733,11864
49540,2.787,17358,12477,19733,11863
49560,3.236,17354,12475,19733,11862
49580,3.693,17351,12473,19732,11861
49600,3.926,17348,12471,19731,11860
49620,3.901,17344,12469,19730,11859
49640,3.69,17341,12466,19728,11859
49660,3.379,17338,12464,19726,11858
49680,3.155,17335,12462,19723,11858
49700,2.964,17332,12460,19721,11858
49720,2.801,17329,12458,19719,11858
49740,2.745,17326,12456,19717,11858
49760,2.709,17323,12455,19715,11859
49780,2.654,17321,12453,19714,11859
49800,2.605,17319,12452,19714,11859
49820,2.598,17317,12451,19714,11859
49840,2.632,17315,12451,19714,11859
49860,2.712,17313,12450,19715,11859
49880,2.734,17311,12449,19716,11859
49900,2.758,17309,12449,19718,11859
49920,2.773,17307,12448,19720,11858
49940,2.742,17306,12448,19723,11858
49960,2.689,17304,12447,19725,11857
49980,2.639,17302,12446,19727,11856
50000,2.577,17300,12446,19730,11855
50020,2.558,17299,12445,19732,11854
50040,2.53,17297,12444,19734,11853
50060,2.509,17295,12443,19736,11852
50080,2.482,17293,12442,19738,11851
50100,2.467,17291,12441,19739,11851
50120,2.478,17290,12440,19741,11850
50140,2.503,17288,12439,19742,11850
50160,2.514,17286,12439,19743,11850
50180,2.563,17285,12438,19744,11850
50200,2.551,17283,12437,19744,11850
50220,2.568,17282,12437,19745,11850
50240,2.579,17280,12436,19745,11850
50260,2.875,17279,12436,19745,11850
50280,3.354,17277,12435,19745,11850
50300,3.751,17276,12434,19744,11851
50320,3.928,17274,12434,19743,11851
50340,3.859,17273,12433,19742,11851
50360,3.62,17271,12433,19740,11851
50380,3.39,17270,12432,19739,11851
50400,3.131,17268,12432,19737,11851
50420,2.959,17267,12432,19736,11851
50440,2.861,17266,12431,19734,11851
50460,2.819,17265,12431,19733,11852
50480,2.762,17264,12431,19732,11852
50500,2.696,17263,12431,19731,11852
50520,2.619,17262,12431,19731,11853
50540,2.587,17262,12432,19730,11853
50560,2.647,17262,12432,19731,11854
50580,2.685,17262,12432,19731,11854
50600,2.716,17262,12433,19732,11854
50620,2.748,17262,12434,19733,11854
50640,2.79,17262,12434,19734,11854
50660,2.759,17262,12434,19735,11854
50680,2.686,17262,12435,19736,11853
50700,2.649,17262,12435,19737,11853
50720,2.618,17262,12435,19738,11852
50740,2.577,17263,12435,19739,11851
50760,2.533,17263,12435,19739,11851
50780,2.523,17263,12434,19740,11850
50800,2.514,17263,12434,19741,11849
50820,2.53,17264,12434,19741,11849
50840,2.542,17265,12433,19742,11848
50860,2.509,17265,12433,19742,11848
50880,2.551,17267,12432,19743,11847
50900,2.542,17268,12432,19743,11847
50920,2.547,17270,12432,19744,11846
50940,2.554,17272,12432,19744,11846
50960,2.514,17274,12433,19744,11846
50980,2.611,17277,12433,19744,11846
51000,3.003,17279,12434,19744,11846
51020,3.49,17283,12435,19744,11845
51040,3.792,17286,12437,19743,11846
51060,3.828,17289,12438,19743,11846
51080,3.693,17293,12440,19741,11846
51100,3.455,17297,12442,19740,11847
51120,3.224,17301,12444,19739,11848
51140,2.962,17305,12446,19737,11849
51160,2.894,17309,12448,19736,11850
51180,2.777,17313,12450,19734,11852
51200,2.754,17317,12452,19733,11853
51220,2.72,17322,12454,19732,11855
51240,2.682,17326,12457,19731,11857
51260,2.64,17331,12459,19730,11859
51280,2.66,17335,12462,19729,11860
51300,2.72,17340,12464,19729,11861
51320,2.78,17344,12466,19729,11862
51340,2.821,17349,12468,19729,11863
51360,2.829,17353,12470,19729,11864
51380,2.838,17357,12473,19730,11864
51400,2.798,17361,12475,19731,11864
51420,2.756,17365,12476,19731,11864
51440,2.714,17369,12478,19732,11865
51460,2.666,17373,12480,19733,11865
51480,2.621,17376,12482,19734,11865
51500,2.579,17380,12484,19735,11865
51520,2.556,17384,12486,19736,11865
51540,2.554,17387,12487,19737,11866
51560,2.572,17391,12489,19739,11866
51580,2.566,17395,12491,19740,11867
51600,2.579,17398,12492,19741,11867
51620,2.589,17402,12494,19742,11868
51640,2.61,17406,12496,19743,11869
51660,2.589,17410,12497,19744,11869
51680,2.598,17414,12499,19745,11869
51700,2.709,17417,12500,19745,11870
51720,3.113,17421,12502,19745,11870
51740,3.572,17425,12503,19744,11871
51760,3.883,17429,12504,19743,11871
51780,3.901,17433,12506,19742,11872
51800,3.743,17436,12507,19740,11872
51820,3.501,17440,12508,19738,11873
51840,3.242,17444,12510,19735,11874
51860,3.045,17448,12511,19732,11874
51880,2.873,17451,12512,19730,11875
51900,2.759,17455,12514,19727,11876
51920,2.705,17458,12515,19724,11877
51940,2.657,17461,12516,19722,11878
51960,2.597,17464,12517,19720,11879
51980,2.568,17466,12518,19718,11879
52000,2.645,17468,12519,19717,11880
52020,2.726,17470,12519,19715,11880
52040,2.786,17471,12520,19715,11880
52060,2.818,17471,12520,19714,11880
52080,2.817,17471,12520,19714,11879
52100,2.8,17471,12519,19714,11878
52120,2.79,17470,12518,19714,11878
52140,2.693,17469,12518,19714,11877
52160,2.666,17468,12517,19715,11876
52180,2.666,17466,12516,19716,11874
52200,2.619,17464,12514,19716,11873
52220,2.608,17461,12513,19717,11872
52240,2.61,17459,12512,19718,11871
52260,2.612,17456,12511,19719,11871
52280,2.587,17453,12509,19720,11870
52300,2.597,17451,12508,19721,11869
52320,2.615,17448,12507,19722,11868
52340,2.594,17445,12505,19723,11867
52360,2.603,17442,12504,19724,11867
52380,2.61,17438,12502,19724,11866
52400,2.747,17435,12501,19723,11865
52420,3.187,17431,12499,19723,11865
52440,3.631,17428,12497,19722,11864
52460,3.877,17424,12495,19720,11864
52480,3.865,17420,12493,19719,11863
52500,3.721,17416,12491,19717,11863
52520,3.434,17411,12489,19714,11863
52540,3.194,17407,12487,19712,11863
52560,2.992,17403,12485,19710,11863
52580,2.853,17398,12483,19708,11862
52600,2.803,17394,12481,19706,11862
52620,2.721,17389,12479,19704,11862
52640,2.621,17385,12477,19702,11862
52660,2.604,17380,12475,19701,11861
52680,2.624,17376,12473,19700,11861
52700,2.692,17372,12471,19699,11860
52720,2.772,17368,12470,19699,11859
52740,2.808,17365,12468,19699,11858
52760,2.84,17361,12467,19699,11857
52780,2.821,17358,12465,19700,11855
52800,2.811,17355,12463,19700,11854
52820,2.744,17352,12461,19700,11853
52840,2.674,17349,12459,19701,11852
52860,2.666,17346,12457,19701,11850
52880,2.636,17343,12455,19702,11849
52900,2.589,17340,12453,19702,11847
52920,2.545,17337,12451,19702,11846
52940,2.554,17334,12449,19702,11845
52960,2.534,17331,12446,19702,11843
52980,2.53,17328,12444,19701,11842
53000,2.566,17325,12441,19701,11841
53020,2.607,17322,12439,19700,11839
53040,2.612,17318,12436,19699,11838
53060,2.624,17315,12433,19698,11837
53080,2.636,17312,12430,19697,11836
53100,2.633,17309,12427,19696,11835
53120,2.857,17306,12424,19695,11835
53140,3.396,17302,12421,19693,11834
53160,3.916,17299,12418,19692,11833
53180,3.989,17296,12415,19691,11833
53200,4.005,17293,12413,19689,11833
53220,3.919,17290,12410,19687,11833
53240,3.681,17287,12408,19685,11833
53260,3.417,17284,12405,19683,11833
53280,3.2,17281,12403,19681,11832
53300,3.063,17277,12401,19678,11832
53320,3.001,17274,12399,19676,11832
53340,2.938,17271,12397,19674,11832
53360,2.867,17268,12395,19672,11831
53380,2.72,17265,12394,19670,11831
53400,2.702,17262,12392,19669,11830
53420,2.699,17259,12391,19668,11829
53440,2.762,17257,12390,19668,11828
53460,2.815,17255,12389,19668,11827
53480,2.857,17253,12388,19668,11826
53500,2.888,17251,12387,19669,11825
53520,2.859,17250,12387,19670,11825
53540,2.826,17248,12386,19671,11824
53560,2.791,17248,12386,19673,11823
53580,2.726,17247,12385,19675,11823
53600,2.671,17246,12385,19677,11822
53620,2.639,17246,12385,19678,11822
53640,2.596,17245,12384,19680,11822
53660,2.562,17245,12384,19682,11821
53680,2.573,17244,12383,19684,11821
53700,2.596,17244,12382,19685,11821
53720,2.633,17243,12382,19686,11821
53740,2.607,17243,12381,19687,11821
53760,2.646,17242,12381,19689,11821
53780,2.668,17241,12380,19689,11821
53800,2.671,17241,12380,19690,11821
53820,2.666,17240,12380,19691,11821
53840,2.652,17239,12380,19691,11821
53860,2.84,17239,12380,19691,11821
53880,3.306,17239,12380,19691,11822
53900,3.852,17238,12380,19690,11822
53920,4,17238,12380,19689,11822
53940,3.998,17238,12380,19688,11822
53960,3.982,17238,12380,19687,11823
53980,3.8,17238,12381,19686,11823
54000,3.518,17238,12381,19685,11824
54020,3.246,17238,12381,19683,11824
54040,3.057,17238,12382,19682,11825
54060,2.969,17239,12382,19681,11826
54080,2.885,17240,12383,19680,11826
54100,2.815,17241,12384,19679,11827
54120,2.745,17242,12385,19679,11828
54140,2.702,17245,12386,19679,11828
54160,2.7,17247,12387,19679,11829
54180,2.748,17250,12389,19679,11830
54200,2.818,17254,12391,19680,11830
54220,2.895,17258,12393,19681,11831
54240,2.906,17262,12396,19682,11831
54260,2.881,17266,12398,19683,11832
54280,2.857,17271,12401,19685,11833
54300,2.796,17276,12403,19687,11833
54320,2.727,17281,12406,19688,11834
54340,2.689,17286,12409,19690,11835
54360,2.659,17291,12412,19692,11835
54380,2.615,17296,12414,19694,11836
54400,2.558,17301,12417,19696,11837
54420,2.569,17306,12420,19697,11838
54440,2.622,17311,12422,19699,11839
54460,2.626,17315,12425,19701,11840
54480,2.643,17320,12427,19703,11841
54500,2.657,17325,12430,19704,11841
54520,2.664,17329,12432,19706,11842
54540,2.692,17334,12434,19707,11843
54560,2.667,17338,12436,19708,11843
54580,2.611,17343,12438,19709,11843
54600,2.783,17347,12440,19709,11843
54620,3.25,17352,12442,19709,11844
54640,3.831,17356,12444,19708,11844
54660,3.996,17360,12445,19707,11844
54680,4,17364,12447,19706,11845
54700,3.993,17368,12449,19704,11846
54720,3.877,17372,12450,19702,11847
54740,3.574,17376,12452,19700,11848
54760,3.236,17380,12454,19699,11849
54780,3.052,17384,12456,19697,11851
54800,2.929,17388,12457,19695,11852
54820,2.873,17391,12459,19693,11853
54840,2.789,17395,12461,19692,11855
54860,2.728,17398,12463,19691,11856
54880,2.642,17401,12465,19690,11857
54900,2.691,17404,12467,19689,11857
54920,2.776,17407,12469,19688,11858
54940,2.791,17410,12471,19688,11858
54960,2.887,17412,12473,19688,11858
54980,2.908,17415,12474,19687,11858
55000,2.88,17417,12475,19687,11858
55020,2.811,17420,12476,19687,11858
55040,2.74,17422,12477,19687,11857
55060,2.66,17424,12478,19688,11857
55080,2.6,17427,12479,19688,11857
55100,2.6,17429,12480,19688,11858
55120,2.556,17432,12480,19689,11858
55140,2.566,17434,12481,19689,11858
55160,2.576,17437,12482,19689,11859
55180,2.572,17439,12483,19690,11860
55200,2.554,17442,12484,19690,11861
55220,2.573,17445,12485,19691,11862
55240,2.541,17447,12486,19691,11863
55260,2.556,17450,12487,19691,11863
55280,2.589,17452,12488,19690,11864
55300,2.742,17454,12489,19690,11864
55320,3.129,17456,12489,19689,11864
55340,3.63,17458,12490,19687,11864
55360,3.942,17460,12490,19686,11864
55380,3.97,17461,12490,19684,11864
55400,3.8,17462,12490,19683,11864
55420,3.554,17463,12490,19681,11864
55440,3.264,17463,12489,19679,11864
55460,3.036,17463,12489,19677,11864
55480,2.895,17462,12488,19675,11864
55500,2.769,17461,12487,19673,11863
55520,2.681,17460,12486,19672,11863
55540,2.612,17458,12485,19670,11863
55560,2.554,17455,12484,19669,11862
55580,2.607,17452,12482,19668,11862
55600,2.645,17449,12481,19667,11861
55620,2.72,17445,12479,19666,11859
55640,2.847,17441,12477,19666,11858
55660,2.882,17437,12475,19665,11856
55680,2.859,17433,12473,19664,11854
55700,2.838,17428,12471,19664,11853
55720,2.773,17424,12468,19663,11851
55740,2.686,17419,12465,19663,11849
55760,2.65,17415,12463,19663,11847
55780,2.629,17410,12460,19663,11846
55800,2.6,17406,12458,19663,11844
55820,2.583,17402,12455,19663,11843
55840,2.559,17398,12452,19663,11842
55860,2.554,17394,12450,19664,11841
55880,2.552,17390,12447,19664,11840
55900,2.549,17386,12445,19665,11840
55920,2.53,17381,12442,19665,11839
55940,2.51,17377,12440,19665,11838
55960,2.519,17373,12438,19665,11837
55980,2.618,17369,12435,19664,11836
56000,3.035,17364,12433,19663,11834
56020,3.562,17360,12431,19662,11833
56040,3.957,17356,12428,19661,11832
56060,3.991,17351,12426,19659,11831
56080,3.869,17347,12423,19657,11829
56100,3.645,17342,12421,19654,11828
56120,3.399,17338,12419,19652,11827
56140,3.165,17334,12416,19650,11826
56160,2.957,17330,12414,19647,11826
56180,2.838,17326,12411,19645,11825
56200,2.766,17322,12409,19643,11825
56220,2.685,17318,12407,19642,11825
56240,2.625,17314,12405,19640,11825
56260,2.622,17310,12403,19639,11824
56280,2.67,17307,12401,19639,11824
56300,2.735,17303,12399,19639,11824
56320,2.789,17300,12397,19639,11823
56340,2.832,17297,12396,19639,11823
56360,2.845,17294,12394,19640,11822
56380,2.829,17291,12393,19640,11821
56400,2.779,17288,12392,19641,11821
56420,2.734,17285,12390,19642,11820
56440,2.672,17282,12389,19644,11819
56460,2.653,17280,12387,19645,11818
56480,2.603,17277,12386,19646,11818
56500,2.559,17274,12384,19647,11817
56520,2.544,17271,12383,19649,11817
56540,2.541,17269,12381,19650,11816
56560,2.548,17267,12380,19651,11816
56580,2.556,17264,12378,19653,11816
56600,2.566,17262,12376,19654,11815
56620,2.589,17259,12374,19655,11815
56640,2.596,17257,12373,19656,11815
56660,2.576,17255,12371,19657,11815
56680,2.625,17253,12369,19658,11814
56700,2.973,17251,12368,19658,11814
56720,3.525,17249,12366,19658,11814
56740,3.968,17247,12365,19658,11814
56760,4.005,17245,12364,19658,11814
56780,3.989,17243,12363,19657,11814
56800,3.817,17241,12362,19656,11814
56820,3.561,17239,12361,19655,11814
56840,3.319,17238,12361,19654,11815
56860,3.101,17236,12361,19653,11816
56880,2.922,17234,12361,19652,11817
56900,2.821,17233,12361,19651,11818
56920,2.734,17232,12361,19651,11819
56940,2.689,17231,12361,19651,11820
56960,2.572,17230,12362,19651,11821
56980,2.566,17229,12362,19651,11822
57000,2.594,17229,12362,19652,11823
57020,2.646,17229,12362,19654,11824
57040,2.719,17229,12362,19655,11825
57060,2.747,17229,12363,19657,11825
57080,2.73,17229,12363,19658,11825
57100,2.728,17229,12363,19660,11825
57120,2.671,17230,12363,19661,11825
57140,2.607,17230,12363,19662,11824
57160,2.562,17231,12363,19664,11824
57180,2.556,17232,12363,19665,11824
57200,2.542,17232,12363,19666,11823
57220,2.5,17234,12363,19667,11823
57240,2.491,17235,12363,19667,11824
57260,2.433,17236,12364,19668,11824
57280,2.475,17238,12365,19669,11825
57300,2.502,17240,12365,19669,11825
57320,2.527,17243,12366,19670,11826
57340,2.523,17246,12368,19671,11827
57360,2.551,17249,12369,19671,11828
57380,2.503,17252,12370,19672,11829
57400,2.521,17256,12372,19672,11829
57420,2.878,17260,12374,19672,11830
57440,3.334,17264,12376,19672,11831
57460,3.754,17268,12378,19672,11831
57480,3.897,17273,12381,19671,11832
57500,3.819,17277,12383,19670,11832
57520,3.59,17281,12386,19669,11833
57540,3.329,17285,12389,19668,11834
57560,3.127,17290,12391,19667,11834
57580,2.937,17294,12394,19665,11835
57600,2.863,17298,12397,19664,11836
57620,2.803,17303,12400,19663,11837
57640,2.733,17307,12403,19661,11838
57660,2.657,17311,12405,19660,11839
57680,2.625,17316,12408,19660,11840
57700,2.605,17320,12411,19659,11841
57720,2.614,17324,12413,19659,11841
57740,2.689,17328,12416,19659,11842
57760,2.769,17332,12418,19659,11842
57780,2.751,17336,12420,19659,11842
57800,2.751,17340,12423,19660,11843
57820,2.727,17344,12425,19660,11843
57840,2.674,17347,12427,19661,11843
57860,2.626,17351,12429,19662,11843
57880,2.611,17354,12431,19662,11843
57900,2.552,17358,12434,19663,11843
57920,2.535,17361,12436,19664,11844
57940,2.517,17365,12438,19665,11844
57960,2.517,17369,12440,19665,11845
57980,2.521,17372,12442,19666,11846
58000,2.534,17376,12444,19667,11847
58020,2.514,17380,12446,19668,11847
58040,2.493,17384,12448,19669,11848
58060,2.535,17388,12450,19669,11848
58080,2.498,17392,12451,19669,11848
58100,2.589,17396,12452,19670,11848
58120,2.892,17400,12453,19669,11847
58140,3.343,17404,12455,19669,11847
58160,3.695,17408,12456,19668,11847
58180,3.809,17412,12457,19667,11846
58200,3.707,17415,12458,19666,11846
58220,3.48,17419,12459,19665,11846
58240,3.222,17422,12460,19663,11847
58260,3.008,17425,12461,19661,11847
58280,2.887,17428,12463,19660,11848
58300,2.812,17431,12464,19658,11849
58320,2.705,17434,12466,19656,11851
58340,2.661,17437,12467,19655,11852
58360,2.611,17439,12469,19653,11854
58380,2.554,17441,12470,19652,11855
58400,2.545,17442,12472,19651,11856
58420,2.638,17444,12473,19650,11857
58440,2.714,17444,12473,19650,11857
58460,2.793,17445,12474,19649,11858
58480,2.768,17445,12474,19649,11858
58500,2.763,17444,12474,19649,11857
58520,2.734,17443,12474,19649,11857
58540,2.677,17441,12473,19649,11856
58560,2.619,17439,12472,19649,11855
58580,2.555,17437,12471,19649,11854
58600,2.558,17435,12470,19649,11853
58620,2.51,17432,12469,19649,11852
58640,2.498,17429,12468,19650,11852
58660,2.51,17426,12466,19651,11851
58680,2.527,17422,12465,19651,11850
58700,2.489,17419,12464,19652,11850
58720,2.496,17415,12462,19653,11849
58740,2.519,17412,12461,19654,11848
